Column 1,Column 2,BLEURT_Gemini_Culture-aware,BERTScore_Gemini_Culture-aware,BLEURT_Gemini_Title and Synopsis,BERTScore_Gemini_Title and Synopsis,BLEURT_Gemini_Title-only,BERTScore_Gemini_Title-only,BLEURT_gpt_Culture-aware,BERTScore_gpt_Culture-aware,BLEURT_gpt_Title_and_Synopsis,BERTScore_gpt_Title_and_Synopsis,BLEURT_gpt_Title-only,BERTScore_gpt_Title-only,BLEURT_Llama_Culture-aware,BERTScore_Llama_Culture-aware,BLEURT_Llama_Title_and_Synopsis,BERTScore_Llama_Title_and_Synopsis,BLEURT_Llama_Title-only,BERTScore_Llama_Title-only
The Myth,神話,-1.0522232055664062,0.891341507434845,0.9325215220451355,1.0000001192092896,0.9325215220451355,1.0000001192092896,-0.2211323082447052,0.8685948252677917,0.9325215220451355,1.0000001192092896,0.9325215220451355,1.0000001192092896,-0.513022780418396,0.8693118095397949,0.29064151644706726,0.9410529136657715,0.4701260030269623,0.8968725800514221
Free as Love,浮生若夢,-1.1970131397247314,0.8424688577651978,-1.2213983535766602,0.8402677774429321,-1.2838637828826904,0.8392840623855591,-1.4689531326293945,0.8241163492202759,-1.1670823097229004,0.8659489750862122,-1.1670823097229004,0.8659489750862122,-1.1670823097229004,0.8659489750862122,-1.1670823097229004,0.8659489750862122,-0.9982239603996277,0.8665075898170471
Taishan Kung Fu,泰山功夫,-0.7000759840011597,0.9133676886558533,1.0365688800811768,0.9999999403953552,-1.1088802814483643,0.8757085204124451,-0.6768524050712585,0.8229565620422363,-0.5795877575874329,0.8277800679206848,-1.1088802814483643,0.8757085204124451,-1.418222427368164,0.794601559638977,-0.227353036403656,0.8573563694953918,-0.46990448236465454,0.789106547832489
The Ghost Story: Lin Suk,聊齋艷譚：连锁,-0.7694454193115234,0.8435075879096985,-0.46712246537208557,0.8493706583976746,-1.3853460550308228,0.8140764832496643,-1.301879644393921,0.7976438999176025,-1.5596281290054321,0.8153426647186279,-1.5596281290054321,0.8153426647186279,-0.5783546566963196,0.8565466403961182,-0.7068875432014465,0.8370271921157837,-0.5260515809059143,0.8447728157043457
The Warlords,投名狀,-1.034396767616272,0.8767474889755249,0.9836240410804749,1.0,0.9836240410804749,1.0,-1.4802912473678589,0.8385668396949768,0.9836240410804749,1.0,-1.7006694078445435,0.8733097314834595,-1.304396152496338,0.8635891079902649,0.17231673002243042,0.9527725577354431,-1.1363306045532227,0.8797875046730042
Reign of Assassins,剑雨,-0.8559014201164246,0.8359331488609314,1.0222141742706299,1.0,-0.4782567322254181,0.9310879707336426,-1.5768682956695557,0.8174091577529907,1.0222141742706299,1.0,-1.2526360750198364,0.8492774367332458,-0.9280131459236145,0.9304088950157166,-0.9280131459236145,0.9304088950157166,-1.4384019374847412,0.7774592041969299
Ma Yongzhen: Duel in Zhabei,马永贞之闸北决,-1.4732893705368042,0.8315629363059998,0.6579926013946533,0.9859901666641235,0.5002931952476501,0.9752793312072754,-0.04398781433701515,0.9210085272789001,0.307258665561676,0.9623463749885559,0.17534591257572174,0.9608162045478821,-1.0313552618026733,0.900658369064331,-0.3450573980808258,0.9444184899330139,-1.0959692001342773,0.8723355531692505
Nine Colors Deer King,九色鹿王·前尘,-1.0032919645309448,0.8911169767379761,-0.46813052892684937,0.9102810621261597,-0.8421604037284851,0.8892180919647217,-0.8085215091705322,0.8736478090286255,-0.872607946395874,0.8841134905815125,-1.0316232442855835,0.8710548877716064,-1.0636800527572632,0.8700489401817322,-0.7598905563354492,0.9097999334335327,-0.8294749855995178,0.8945949673652649
Iron Kung Fu Fist,广东十虎：铁拳无敌,-1.599368691444397,0.8491219282150269,-1.1237167119979858,0.8388013243675232,-1.1361963748931885,0.8323439359664917,-1.5375696420669556,0.8490657210350037,-1.3451259136199951,0.8569415211677551,-1.1237167119979858,0.8388013243675232,-0.9918360710144043,0.8740301728248596,-0.6187334060668945,0.8974747061729431,-1.2585704326629639,0.8710811734199524

